,Unnamed: 0,PSU,contraceptive_No,contraceptive_Yes,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,dt_Jointly,dt_rest,edu_noedu,edu_primary,edu_secondary,edu_higher,rel_Hindu,rel_nonHindu,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,caste_OBC,caste_SC,caste_ST,caste_Others,residence_rural,residence_urban,counselling_no,counselling_yes,parity_0,parity_1_2,parity_3,sum(mediaFP),outlier
178,179,330326,12,5,0,3,4,4,4,1,1,8,9,10,2,3,2,17,0,1,2,6,4,4,7,7,0,3,17,0,7,10,1,7,9,2,No
179,180,330329,12,5,0,2,5,4,1,4,1,10,7,6,2,8,1,17,0,6,4,2,4,1,11,5,0,1,17,0,15,2,1,7,9,0,No
180,181,330330,19,0,0,1,5,5,5,0,3,0,19,14,0,5,0,19,0,3,7,6,3,0,4,7,0,8,19,0,15,4,3,4,12,2,No
181,182,330331,11,6,1,2,6,2,3,2,1,6,11,8,4,5,0,17,0,2,9,4,2,0,13,4,0,0,17,0,10,7,1,6,10,0,No
182,183,330332,7,9,0,3,4,2,4,2,1,11,5,4,3,8,1,16,0,0,4,4,3,5,4,11,0,1,16,0,10,6,0,7,9,0,No
183,184,330334,10,3,1,1,4,2,3,1,1,3,10,7,1,5,0,13,0,1,0,4,4,4,11,1,0,1,0,13,11,2,2,2,9,0,No
184,185,330336,20,0,3,3,2,4,4,4,0,0,20,15,3,1,1,10,10,13,4,3,0,0,12,2,0,6,20,0,17,3,7,4,9,1,No
185,186,330341,8,8,0,0,3,0,7,5,1,11,5,12,1,0,3,1,15,0,0,1,4,11,7,0,0,9,0,16,15,1,1,1,14,1,No
186,187,330343,14,8,0,2,7,3,7,2,1,9,13,18,1,3,0,11,11,6,6,9,1,0,12,7,0,3,22,0,10,12,1,6,15,3,No
187,188,330345,10,3,0,2,2,6,0,0,3,4,9,5,0,4,4,13,0,4,3,2,4,0,7,5,0,1,13,0,10,3,0,6,7,5,No
188,189,330346,16,4,1,5,2,1,3,3,5,8,12,12,2,6,0,20,0,7,6,7,0,0,11,7,0,2,20,0,17,3,2,5,13,0,No
189,190,330347,15,3,0,4,3,6,2,2,1,6,12,18,0,0,0,0,18,0,7,5,6,0,14,0,0,4,18,0,8,10,1,4,13,0,No
190,191,330349,12,13,0,3,5,4,6,3,4,16,9,5,4,7,9,21,4,0,0,2,3,20,2,11,0,12,0,25,21,4,4,12,9,0,No
191,192,330350,14,13,0,6,10,3,3,3,2,18,9,5,2,14,6,26,1,0,0,0,6,21,22,1,0,4,27,0,12,15,3,12,12,2,No
192,193,330353,4,10,0,2,3,3,1,2,3,9,5,4,0,7,3,14,0,0,1,1,2,10,6,1,0,7,0,14,14,0,1,5,8,0,No
193,194,330355,11,3,0,2,5,2,2,2,1,5,9,6,2,5,1,12,2,6,1,5,2,0,9,3,0,2,14,0,10,4,1,4,9,1,No
194,195,330356,11,7,0,2,6,3,4,2,1,10,8,4,0,10,4,17,1,0,0,1,6,11,0,15,0,3,0,18,15,3,2,7,9,0,No
195,196,330358,16,4,1,5,7,2,1,1,3,4,16,15,2,3,0,13,7,4,4,3,6,3,10,2,1,7,20,0,9,11,3,8,9,2,No
196,197,330363,9,5,0,1,4,0,5,3,1,1,13,7,1,6,0,12,2,3,3,3,5,0,8,3,0,3,14,0,10,4,1,6,7,1,No
197,198,330364,11,5,0,1,2,5,2,5,1,5,11,9,1,6,0,16,0,4,4,5,3,0,5,9,0,2,16,0,15,1,1,2,13,0,No
198,199,330365,11,8,0,4,5,2,5,2,1,12,7,18,1,0,0,17,2,5,4,5,5,0,14,3,1,1,19,0,11,8,1,6,12,0,No
199,200,330366,16,5,5,5,4,3,2,1,1,3,18,8,5,8,0,20,1,3,4,6,6,2,12,6,0,3,21,0,16,5,3,11,7,1,No
200,201,330368,18,3,0,1,6,2,7,5,0,4,17,12,0,4,5,19,2,4,6,4,7,0,8,9,0,4,21,0,15,6,2,10,9,0,No
201,202,330369,11,8,0,4,2,2,2,7,2,7,12,8,0,8,3,19,0,3,4,5,5,2,8,6,0,5,19,0,14,5,2,4,13,1,No
202,203,330372,12,2,0,1,3,1,3,4,2,4,10,9,4,1,0,3,11,0,0,5,6,3,14,0,0,0,0,14,14,0,0,4,10,0,No
203,204,330373,12,5,0,4,3,2,2,3,3,7,10,7,0,10,0,14,3,5,3,8,1,0,14,3,0,0,17,0,14,3,0,9,8,1,No
204,205,330374,17,10,3,5,6,1,1,2,9,10,17,12,3,11,1,27,0,3,5,7,7,5,11,9,0,7,27,0,23,4,5,7,15,4,No
205,206,330375,24,3,0,4,7,2,2,4,8,2,25,10,4,13,0,23,4,3,7,4,6,7,23,2,0,2,27,0,25,2,3,10,14,7,No
206,207,330376,12,7,2,3,4,0,5,5,0,13,6,12,2,3,2,11,8,1,1,7,7,3,9,9,0,1,19,0,3,16,3,4,12,0,No
207,208,330377,11,4,0,0,4,1,2,6,2,1,14,7,1,6,1,15,0,2,6,4,2,1,7,3,0,5,15,0,12,3,1,8,6,0,No
208,209,330379,12,9,0,6,5,5,0,4,1,11,10,6,2,6,7,20,1,1,3,6,2,9,10,7,0,4,21,0,8,13,3,10,8,3,No
209,210,330381,11,10,0,4,4,5,2,5,1,10,11,18,2,1,0,19,2,0,2,6,13,0,20,0,0,1,21,0,16,5,1,5,15,0,No
210,211,330382,20,10,1,3,6,9,5,1,5,12,18,13,6,8,3,9,21,0,0,5,14,11,21,0,2,7,0,30,16,14,2,11,17,0,Yes
211,212,330383,15,5,0,4,3,6,3,3,1,3,17,9,1,9,1,20,0,5,4,4,0,7,7,8,1,4,20,0,19,1,2,5,13,1,No
212,213,330385,9,8,0,4,3,3,5,1,1,12,5,7,1,9,0,17,0,4,5,6,2,0,14,0,0,3,17,0,17,0,1,6,10,0,No
213,214,330386,9,9,0,0,3,6,6,2,1,8,10,2,0,2,14,18,0,0,1,0,3,14,3,1,0,14,0,18,17,1,1,10,7,6,No
214,215,330389,8,8,0,3,2,3,4,1,3,12,4,7,5,2,2,16,0,3,7,3,3,0,12,2,0,2,16,0,9,7,0,3,13,0,No
215,216,330391,10,0,0,1,0,4,2,0,3,4,6,4,0,6,0,10,0,3,1,4,2,0,8,1,0,1,10,0,9,1,1,4,5,1,No
216,217,330393,11,3,1,3,1,4,2,1,2,5,9,8,2,4,0,13,1,6,4,2,2,0,5,9,0,0,14,0,10,4,1,3,10,0,No
217,218,330396,17,1,1,4,2,1,4,4,2,0,18,11,0,5,2,13,5,2,4,6,4,2,12,5,1,0,18,0,6,12,3,7,8,0,No
218,219,330399,16,5,0,1,7,7,3,1,2,7,14,9,6,5,1,16,5,6,5,5,2,3,0,15,0,6,21,0,16,5,1,5,15,1,No
219,220,330400,5,11,0,1,3,4,2,2,4,11,5,0,0,4,12,16,0,0,0,0,0,16,2,3,0,11,0,16,16,0,2,12,2,0,No
220,221,330402,11,8,2,6,4,1,4,1,1,10,9,3,4,10,2,19,0,0,8,6,5,0,16,3,0,0,19,0,11,8,4,6,9,1,No
221,222,330403,14,2,1,2,3,2,4,2,2,0,16,13,2,1,0,4,12,7,6,2,1,0,14,1,0,1,16,0,9,7,1,6,9,2,No
222,223,330409,2,10,0,1,2,4,2,1,2,9,3,4,3,5,0,10,2,0,1,6,3,2,10,2,0,0,12,0,8,4,0,5,7,0,No
223,224,330410,11,6,0,1,6,3,2,4,1,10,7,12,3,2,0,0,17,0,1,8,7,1,17,0,0,0,0,17,7,10,0,4,13,0,No
224,225,330411,8,7,0,0,3,5,4,3,0,6,9,7,3,3,2,15,0,2,1,6,4,2,11,4,0,0,15,0,12,3,0,11,4,0,No
225,226,330412,15,6,0,4,3,5,2,3,4,4,17,13,1,7,0,21,0,3,7,8,3,0,5,13,0,3,21,0,10,11,2,8,11,1,No
226,227,330413,9,4,0,3,4,1,1,3,1,6,7,9,2,2,0,4,9,0,1,6,5,1,8,2,0,3,13,0,6,7,2,3,8,0,No
227,228,330415,8,10,1,1,5,4,0,3,4,16,2,9,3,6,0,0,18,0,0,0,5,13,11,0,0,7,0,18,10,8,0,8,10,0,No
228,229,330416,2,4,0,0,1,1,1,2,1,4,2,0,0,3,3,2,4,0,0,0,0,6,3,0,0,3,0,6,6,0,0,3,3,2,No
229,230,330417,5,13,0,2,5,4,2,3,2,16,2,1,0,8,9,18,0,0,0,0,1,17,11,1,0,6,0,18,17,1,2,12,4,0,No
230,231,330418,15,4,0,3,5,6,2,1,2,4,15,6,1,8,4,19,0,2,6,4,3,4,10,4,0,5,0,19,14,5,2,10,7,0,No
231,232,330419,14,11,0,9,2,6,1,3,4,14,11,9,7,6,3,25,0,1,0,3,9,12,7,18,0,0,0,25,22,3,3,8,14,0,No
232,233,330420,16,5,1,4,5,1,5,1,4,11,10,5,0,12,4,21,0,2,9,4,2,4,15,6,0,0,21,0,16,5,4,4,13,0,No
233,234,330421,4,8,0,1,2,4,2,1,2,10,2,7,1,4,0,11,1,2,5,2,2,1,7,5,0,0,12,0,10,2,1,7,4,0,No
234,235,330422,16,4,0,5,3,4,5,2,1,9,11,11,3,5,1,20,0,4,3,8,3,2,13,4,0,3,20,0,11,9,1,6,13,0,No
235,236,330423,15,7,0,4,3,4,3,3,5,9,13,16,4,2,0,22,0,1,4,6,10,1,9,1,1,11,22,0,18,4,0,4,18,0,No
236,237,330425,13,4,1,2,1,4,3,4,2,9,8,5,2,8,2,17,0,7,6,1,2,1,8,9,0,0,17,0,14,3,2,3,12,4,No
237,238,330426,7,6,0,1,2,3,2,3,2,6,7,1,1,4,7,13,0,0,0,0,3,10,4,0,0,9,0,13,13,0,2,8,3,5,No
238,239,330427,6,8,1,2,1,1,2,5,2,1,13,5,2,6,1,14,0,2,2,1,0,9,8,1,0,5,0,14,13,1,2,2,10,0,No
239,240,330428,16,7,1,4,6,3,3,2,4,7,16,13,3,7,0,23,0,4,2,8,9,0,9,7,0,7,23,0,9,14,3,6,14,2,No
240,241,330430,11,11,1,4,6,2,3,4,2,14,8,16,2,4,0,11,11,2,2,6,8,4,21,0,0,1,22,0,5,17,2,7,13,0,No
241,242,330431,13,4,1,3,4,3,3,1,2,9,8,3,3,8,3,17,0,1,4,3,4,5,17,0,0,0,17,0,13,4,4,8,5,0,No
242,243,330432,14,9,0,5,4,8,4,0,2,15,8,10,1,9,3,21,2,0,1,0,8,14,13,9,0,1,0,23,16,7,3,8,12,2,No
243,244,330433,9,5,0,2,3,2,3,1,3,5,9,4,2,6,2,7,7,1,2,2,5,4,12,0,0,2,0,14,10,4,3,3,8,0,No
244,245,330434,16,6,0,6,4,5,4,2,1,6,16,16,2,3,1,22,0,9,10,2,1,0,18,3,0,1,22,0,17,5,1,10,11,0,No
245,246,330435,14,5,2,6,1,3,2,3,2,8,11,11,1,7,0,17,2,1,4,9,2,3,14,5,0,0,19,0,10,9,1,7,11,0,No
246,247,330436,17,3,0,3,5,4,2,0,6,2,18,19,0,1,0,16,4,9,8,3,0,0,6,0,0,14,20,0,19,1,3,6,11,0,No
247,248,330438,9,4,0,5,2,2,3,0,1,10,3,8,3,2,0,13,0,7,5,1,0,0,0,13,0,0,13,0,3,10,1,4,8,0,No
248,249,330441,11,4,1,2,2,1,4,2,3,11,4,11,1,3,0,15,0,5,3,4,3,0,11,4,0,0,15,0,8,7,1,3,11,0,No
249,250,330443,8,11,0,3,4,9,2,1,0,13,6,3,4,9,3,17,2,0,0,0,5,14,4,15,0,0,0,19,9,10,2,8,9,1,No
250,251,330444,15,5,0,3,6,1,4,3,3,3,17,10,2,8,0,20,0,5,4,9,1,1,10,7,0,3,20,0,9,11,0,2,18,2,No
251,252,330445,20,2,1,4,5,1,2,4,5,7,15,10,5,5,2,14,8,4,7,5,4,2,11,9,1,1,22,0,16,6,1,8,13,0,No
252,253,330448,9,4,0,4,0,5,1,2,1,7,6,5,4,4,0,12,1,5,4,3,1,0,7,0,0,6,13,0,10,3,3,4,6,0,No
253,254,330449,13,5,1,2,4,1,4,3,3,6,12,9,0,9,0,12,6,0,5,5,3,5,6,9,0,3,18,0,13,5,0,6,12,2,No
254,255,330450,13,9,0,7,4,2,5,1,3,11,11,12,1,5,4,16,6,4,4,6,3,5,9,7,0,6,22,0,17,5,6,6,10,0,No
255,256,330451,18,2,0,2,9,3,2,0,4,5,15,11,5,4,0,19,1,5,6,5,4,0,10,7,0,3,20,0,18,2,3,5,12,1,No
256,257,330452,16,3,0,3,0,5,7,2,2,4,15,12,2,4,1,19,0,1,6,5,7,0,5,6,0,8,19,0,10,9,2,6,11,0,No
257,258,330454,15,5,1,1,2,6,8,2,0,11,9,5,6,9,0,18,2,2,2,6,8,2,11,2,0,7,20,0,17,3,2,4,14,1,No
258,259,330456,13,12,3,7,3,1,1,7,3,12,13,12,4,7,2,25,0,5,8,8,4,0,11,13,0,1,25,0,17,8,6,6,13,7,No
259,260,330457,8,3,0,0,2,2,3,1,3,3,8,2,1,3,5,11,0,0,0,0,2,9,4,0,0,7,0,11,11,0,0,7,4,0,No
260,261,330458,12,5,0,3,3,1,4,3,3,7,10,10,1,4,2,14,3,6,4,5,0,2,7,9,0,1,17,0,15,2,3,4,10,1,No
261,262,330459,12,3,0,3,3,3,3,1,2,8,7,3,3,7,2,15,0,3,5,6,0,1,10,3,0,2,15,0,12,3,3,3,9,0,No
262,263,330460,21,5,0,3,6,7,4,4,2,8,18,6,3,12,5,21,5,0,0,2,10,14,15,6,0,5,0,26,23,3,1,12,13,6,No
263,264,330461,8,5,0,5,1,2,1,3,1,6,7,6,0,7,0,12,1,0,0,2,5,6,2,11,0,0,13,0,9,4,0,6,7,0,No
264,265,330463,10,10,0,0,5,2,5,3,5,3,17,15,4,1,0,14,6,15,1,1,3,0,14,5,0,1,20,0,17,3,0,3,17,0,No
265,266,330464,10,5,0,4,4,2,0,3,2,7,8,3,5,6,1,14,1,0,0,6,3,6,12,0,0,3,15,0,10,5,0,5,10,0,No
266,267,330465,14,6,0,3,5,4,4,3,1,8,12,10,4,5,1,4,16,4,3,4,8,1,14,1,0,5,20,0,9,11,0,8,12,8,No
267,268,330467,16,2,0,3,3,2,2,5,3,7,11,11,0,5,2,18,0,6,3,4,2,3,5,5,0,8,18,0,15,3,1,8,9,2,No
268,269,330470,14,4,1,4,4,2,2,1,4,4,14,6,3,8,1,16,2,2,4,3,7,2,3,6,0,9,18,0,10,8,3,5,10,0,No
269,270,330476,20,4,0,5,2,6,5,2,4,4,20,9,2,7,6,24,0,1,6,11,5,1,17,0,6,1,24,0,13,11,3,7,14,2,No
270,271,330477,10,4,0,1,5,2,1,1,4,4,10,9,0,3,2,14,0,3,3,7,0,1,8,5,0,1,14,0,12,2,0,5,9,1,No
271,272,330478,13,5,1,4,2,4,4,2,1,5,13,3,4,4,7,18,0,0,2,2,2,12,7,0,0,11,0,18,16,2,1,10,7,0,No
272,273,330479,13,9,0,2,4,2,6,3,5,8,14,14,2,6,0,22,0,6,7,6,3,0,20,0,0,2,22,0,3,19,0,9,13,4,No
273,274,330480,12,6,0,6,2,2,4,3,1,13,5,7,2,9,0,18,0,0,0,2,8,8,6,10,0,2,0,18,10,8,1,10,7,0,No
274,275,330487,4,5,1,4,1,1,1,0,1,2,7,3,0,4,2,8,1,1,1,4,3,0,6,1,0,2,9,0,5,4,1,4,4,0,No
275,276,330489,11,5,1,2,2,3,3,4,1,10,6,4,1,10,1,16,0,2,4,6,2,2,9,7,0,0,16,0,13,3,2,7,7,1,No
276,277,330490,15,2,0,1,6,4,1,1,4,2,15,13,2,0,2,12,5,13,1,2,1,0,6,10,0,1,17,0,13,4,0,6,11,0,No
277,278,330491,17,4,0,5,6,2,3,3,2,2,19,8,0,11,2,21,0,1,1,3,8,8,9,6,0,6,21,0,16,5,2,10,9,4,No
278,279,330492,11,4,0,4,2,3,3,1,2,9,6,2,3,9,1,15,0,2,4,7,2,0,13,2,0,0,15,0,6,9,0,6,9,4,No
279,280,330493,11,8,0,3,2,4,4,2,4,9,10,9,2,6,2,18,1,4,4,2,5,4,19,0,0,0,19,0,16,3,1,9,9,1,No
280,281,330497,12,2,0,1,5,3,3,0,2,2,12,12,1,1,0,1,13,8,2,2,2,0,6,0,7,1,14,0,9,5,0,4,10,0,No
281,282,330499,9,3,0,2,2,2,2,2,2,3,9,5,1,2,4,12,0,1,7,1,3,0,3,4,0,5,12,0,7,5,1,3,8,0,No
282,283,330500,12,11,1,4,4,2,2,6,4,15,8,3,1,11,8,22,1,0,0,1,7,15,4,1,0,18,0,23,21,2,3,10,10,0,No
283,284,330501,24,0,0,8,2,7,3,3,1,0,24,20,2,2,0,4,20,16,2,3,2,1,6,0,0,18,24,0,19,5,1,10,13,1,No
284,285,330502,10,6,0,1,3,5,1,3,3,6,10,14,0,1,1,3,13,0,0,3,8,5,16,0,0,0,0,16,14,2,0,1,15,0,No
285,286,330503,14,9,1,2,4,3,6,2,5,12,11,7,5,6,5,20,3,3,6,4,3,7,4,10,0,9,23,0,19,4,3,5,15,2,No
286,287,330504,11,8,0,5,3,5,2,3,1,5,14,6,7,5,1,19,0,0,4,5,5,5,10,4,1,4,19,0,18,1,0,5,14,0,No
287,288,330505,13,4,2,4,2,4,1,1,3,5,12,10,2,5,0,17,0,8,6,2,1,0,10,7,0,0,17,0,12,5,2,6,9,0,No
288,289,330510,10,5,0,4,5,2,1,3,0,5,10,7,2,2,4,1,14,0,0,1,6,8,13,0,0,2,0,15,12,3,2,7,6,1,No
289,290,330512,20,1,0,5,5,2,2,5,2,9,12,7,3,11,0,16,5,2,1,5,8,5,11,6,0,4,0,21,21,0,0,7,14,0,No
290,291,330514,14,2,0,3,5,2,2,3,1,5,11,8,2,4,2,16,0,1,7,6,2,0,4,10,0,2,16,0,12,4,1,4,11,6,No
291,292,330515,14,5,1,4,3,3,4,4,0,3,16,12,0,5,2,6,13,0,0,5,7,7,17,0,0,2,19,0,14,5,3,6,10,0,No
292,293,330518,15,5,0,5,0,5,6,3,1,3,17,7,4,7,2,20,0,4,5,3,4,4,9,2,1,8,20,0,14,6,3,3,14,5,No
293,294,330519,3,11,0,2,1,3,5,1,2,5,9,5,2,6,1,14,0,0,2,4,5,3,0,4,0,10,14,0,13,1,1,5,8,0,No
294,295,330523,9,6,0,4,5,3,1,1,1,4,11,9,3,2,1,15,0,8,3,2,2,0,15,0,0,0,15,0,9,6,1,8,6,0,No
295,296,330525,20,2,2,4,3,5,3,0,5,1,21,16,5,1,0,17,5,10,6,2,4,0,14,6,0,2,22,0,14,8,2,8,12,0,No
296,297,330526,16,7,1,4,4,4,5,3,2,10,13,16,2,5,0,23,0,3,12,4,4,0,9,1,0,13,23,0,14,9,3,8,12,0,No
297,298,330527,19,0,1,3,4,5,2,3,1,4,15,10,2,6,1,19,0,7,7,2,2,1,7,8,0,4,19,0,11,8,3,6,10,0,No
298,299,330528,10,9,0,1,1,7,5,4,1,6,13,3,8,6,2,7,12,0,0,2,6,11,11,0,0,8,0,19,18,1,1,3,15,1,No
299,300,330529,10,1,0,3,1,2,0,3,2,4,7,9,1,1,0,11,0,0,7,3,1,0,6,5,0,0,11,0,8,3,0,4,7,1,No
300,301,330531,13,8,1,3,3,2,5,4,3,11,10,12,0,7,2,20,1,0,3,7,3,8,21,0,0,0,21,0,16,5,3,7,11,2,No
301,302,330533,17,2,1,5,4,5,0,0,4,5,14,7,7,4,1,19,0,3,3,7,0,6,6,13,0,0,0,19,14,5,1,7,11,0,No
302,303,330534,13,9,1,3,7,3,4,2,2,16,6,8,0,12,2,21,1,5,2,5,8,2,10,2,0,10,22,0,17,5,3,7,12,2,No
303,304,330535,7,10,0,0,4,3,5,2,3,11,6,1,1,1,14,16,1,0,0,0,0,17,6,1,0,10,0,17,11,6,2,14,1,0,No
304,305,330536,18,4,1,4,4,6,1,4,2,4,18,15,1,6,0,0,22,0,0,6,9,7,17,0,0,5,0,22,14,8,2,4,16,0,No
305,306,330537,10,4,0,1,2,7,2,0,2,3,11,12,0,1,1,14,0,7,6,0,1,0,9,5,0,0,14,0,9,5,0,2,12,0,No
306,307,330538,10,16,0,1,9,6,5,3,2,19,7,3,5,9,9,25,1,0,1,0,8,17,18,5,0,3,0,26,23,3,3,12,11,11,No
307,308,330540,16,1,0,1,5,3,3,1,4,7,10,12,4,1,0,8,9,2,5,4,3,3,11,0,0,6,17,0,12,5,1,4,12,0,No
308,309,330542,17,2,0,4,3,5,2,1,4,8,11,6,3,7,3,19,0,3,3,8,2,3,15,3,0,1,19,0,13,6,2,7,10,0,No
309,310,330543,16,3,0,4,4,5,4,0,2,3,16,9,2,5,3,19,0,3,5,4,6,1,7,12,0,0,19,0,10,9,0,9,10,4,No
310,311,330544,16,4,0,3,6,2,6,2,1,4,16,8,3,8,1,17,3,3,9,5,2,1,14,5,0,1,20,0,19,1,3,6,11,10,No
311,312,330545,14,6,0,4,6,3,1,4,2,9,11,3,4,10,3,18,2,2,4,9,4,1,8,7,0,5,20,0,13,7,2,10,8,1,No
312,313,330546,15,11,3,2,5,6,4,4,2,13,13,9,3,13,1,23,3,0,1,1,13,11,19,4,0,3,26,0,15,11,4,7,15,4,No
313,314,330547,11,7,2,3,4,1,4,3,1,6,12,12,1,4,1,18,0,8,2,4,4,0,8,7,0,3,18,0,17,1,3,3,12,0,No
314,315,330548,11,5,1,2,4,3,5,1,0,2,14,13,0,3,0,16,0,7,5,2,0,2,14,0,0,2,16,0,15,1,2,3,11,2,No
315,316,330549,11,1,0,4,2,1,2,2,1,2,10,7,0,5,0,12,0,6,2,2,2,0,8,1,0,3,12,0,6,6,1,2,9,0,No
316,317,330550,13,5,1,2,6,5,2,1,1,7,11,6,1,10,1,18,0,1,4,6,5,2,9,7,0,2,18,0,4,14,3,2,13,0,No
317,318,330554,10,10,0,4,2,3,7,3,1,8,12,14,3,3,0,19,1,0,1,3,12,4,11,9,0,0,0,20,18,2,0,9,11,1,No
318,319,330556,8,7,0,2,4,4,1,3,1,9,6,6,4,5,0,12,3,0,0,5,6,4,13,0,0,2,0,15,11,4,1,6,8,0,No
319,320,330557,7,10,0,3,6,4,3,1,0,11,6,3,3,11,0,17,0,1,3,2,8,3,6,9,0,2,17,0,13,4,1,9,7,0,No
320,321,330560,18,1,1,1,4,6,5,2,0,2,17,12,2,4,1,9,10,5,7,3,4,0,7,2,0,10,19,0,15,4,2,5,12,0,No
321,322,330561,9,10,0,6,5,2,3,1,2,11,8,9,5,5,0,0,19,0,0,0,5,14,9,0,0,10,0,19,9,10,0,9,10,0,No
322,323,330562,6,14,0,1,5,3,5,2,4,14,6,3,4,10,3,20,0,0,2,3,4,11,20,0,0,0,20,0,16,4,1,15,4,0,No
323,324,330566,15,5,1,4,1,3,4,3,4,10,10,9,4,7,0,20,0,0,0,1,10,9,12,2,0,6,0,20,17,3,2,7,11,1,No
324,325,330567,13,3,0,1,4,1,3,1,6,6,10,7,2,6,1,16,0,0,7,5,2,2,9,7,0,0,16,0,8,8,1,2,13,2,No
325,326,330569,12,5,0,3,3,1,3,4,3,5,12,12,2,1,2,12,5,1,2,2,7,5,14,2,0,1,0,17,12,5,0,6,11,0,No
326,327,330570,5,10,3,1,1,2,4,2,2,10,5,8,2,5,0,15,0,2,7,4,2,0,6,4,0,5,15,0,12,3,3,2,10,2,No
327,328,330573,12,6,0,5,2,2,3,4,2,6,12,10,2,6,0,18,0,8,5,3,0,2,9,8,0,1,18,0,14,4,0,8,10,1,No
328,329,330574,4,13,0,3,4,4,3,1,2,13,4,5,1,10,1,17,0,7,3,4,1,2,3,8,0,6,17,0,11,6,0,12,5,0,No
329,330,330576,9,4,0,0,2,6,5,0,0,8,5,0,0,3,10,13,0,0,0,0,2,11,1,0,0,12,0,13,13,0,1,9,3,0,No
330,331,330577,13,9,2,4,2,7,4,1,2,12,10,10,3,7,2,15,7,1,0,7,14,0,9,8,0,5,22,0,15,7,4,5,13,3,No
331,332,330580,9,3,0,3,2,4,1,1,1,5,7,6,2,3,1,12,0,2,4,3,3,0,9,2,0,1,12,0,12,0,2,4,6,2,No
332,333,330584,8,2,0,1,1,3,2,2,1,7,3,5,2,3,0,9,1,1,4,3,0,2,4,5,0,1,0,10,9,1,1,2,7,2,No
333,334,330586,9,8,0,0,3,5,1,5,3,8,9,2,1,9,5,16,1,0,0,0,7,10,7,4,0,6,0,17,16,1,1,11,5,0,No
334,335,330588,13,9,2,3,8,0,3,3,3,9,13,9,1,11,1,14,8,1,1,6,10,4,20,1,0,1,22,0,13,9,5,6,11,0,No
335,336,330591,8,5,0,1,2,6,1,3,0,5,8,4,4,5,0,13,0,2,6,5,0,0,12,1,0,0,13,0,11,2,1,6,6,0,No
336,337,330592,15,1,1,1,5,2,2,4,1,1,15,10,2,4,0,12,4,10,3,0,2,1,8,3,0,5,16,0,14,2,2,6,8,2,No
337,338,330593,15,7,0,5,4,3,4,3,3,7,15,16,3,2,1,22,0,16,5,1,0,0,18,3,0,1,22,0,21,1,2,8,12,2,No
338,339,330595,15,3,1,2,5,4,2,2,2,4,14,12,1,3,2,18,0,5,5,4,3,1,11,2,0,5,18,0,10,8,4,3,11,1,No
339,340,330596,11,12,1,5,10,2,3,2,0,11,12,9,2,8,4,23,0,3,4,12,3,1,10,10,0,3,23,0,15,8,1,11,11,2,No
340,341,330597,17,1,1,5,2,3,4,2,1,5,13,13,1,2,2,18,0,5,9,3,1,0,8,4,0,6,18,0,13,5,3,7,8,2,No
341,342,330600,16,5,0,6,2,3,2,4,4,6,15,14,4,2,1,18,3,1,7,4,9,0,15,0,0,6,21,0,18,3,2,6,13,0,No
342,343,330601,9,3,0,2,4,2,1,1,2,4,8,5,1,5,1,10,2,5,1,4,2,0,6,6,0,0,12,0,6,6,1,5,6,1,No
343,344,330604,12,2,0,3,4,3,0,1,3,5,9,10,1,3,0,12,2,8,1,4,1,0,8,0,0,6,14,0,11,3,0,3,11,0,No
344,345,330606,15,8,2,6,2,5,2,2,4,17,6,9,10,4,0,10,13,1,4,6,11,1,14,1,0,8,23,0,10,13,2,8,13,0,No
345,346,330609,7,8,2,3,3,1,2,1,3,4,11,7,1,7,0,15,0,0,6,4,4,1,6,1,0,8,15,0,11,4,1,4,10,0,No
346,347,330610,15,5,0,3,1,7,1,4,4,3,17,8,4,8,0,15,5,0,2,8,10,0,12,5,2,1,20,0,18,2,2,6,12,0,No
347,348,330611,19,0,1,2,4,5,4,3,0,0,19,12,1,6,0,15,4,4,7,8,0,0,4,12,0,3,19,0,10,9,2,5,12,1,No
348,349,330613,11,4,0,2,4,1,4,2,2,4,11,8,1,6,0,15,0,14,1,0,0,0,12,1,0,2,15,0,12,3,2,2,11,2,No
349,350,330615,16,3,0,7,5,1,2,3,1,8,11,10,1,4,4,17,2,0,4,0,6,9,19,0,0,0,0,19,16,3,4,6,9,0,No
350,351,330616,22,4,1,3,3,9,3,1,6,5,21,17,4,5,0,20,6,13,4,5,2,2,0,20,0,6,26,0,21,5,2,7,17,0,No
351,352,330617,14,5,0,4,3,6,2,3,1,5,14,4,1,10,4,10,9,0,2,5,7,5,12,4,0,3,19,0,12,7,0,7,12,2,No
352,353,330618,9,9,2,1,5,5,2,2,1,13,5,9,1,7,1,18,0,0,2,8,8,0,0,6,0,12,18,0,8,10,2,5,11,0,No
353,354,330619,16,5,2,2,4,2,4,3,4,10,11,6,2,10,3,19,2,3,2,7,7,2,8,8,1,4,21,0,18,3,3,8,10,2,No
354,355,330620,15,5,0,3,3,3,3,5,3,8,12,13,3,4,0,5,15,1,2,2,8,7,15,0,1,4,0,20,19,1,2,7,11,3,No
355,356,330621,4,10,0,2,1,1,7,1,2,10,4,1,5,6,2,14,0,0,0,0,6,8,13,0,0,1,0,14,14,0,0,7,7,0,No
